From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2023-01-15 01:00:00,2023-01-15 02:00:00,94.25,168.5,1.12,13.95,8.32,30.43,17.0,0.45,68.12,1.52,2.25,0.3,0.2,59.25,1.52,36.25,12.0,18.82,0.0,0.12
2023-01-15 02:00:00,2023-01-15 03:00:00,43.25,111.5,1.0,14.15,8.32,27.8,16.53,0.45,67.42,0.83,2.03,0.27,0.03,61.75,1.55,40.75,12.0,18.52,0.0,0.1
2023-01-15 03:00:00,2023-01-15 04:00:00,43.75,103.0,1.2,13.5,8.15,26.88,15.75,0.42,72.62,0.62,1.95,0.2,0.03,62.0,1.82,46.25,12.0,18.4,0.0,0.1
2023-01-15 04:00:00,2023-01-15 05:00:00,36.75,99.5,1.43,14.07,8.65,25.8,15.88,0.41,70.8,0.6,1.85,0.2,,62.0,1.38,37.0,12.0,18.23,0.0,0.1
2023-01-15 05:00:00,2023-01-15 06:00:00,40.0,103.25,1.3,15.27,9.15,25.32,15.75,0.47,69.22,0.6,1.92,0.23,,61.25,1.1,24.0,12.0,18.02,0.0,0.1
2023-01-15 06:00:00,2023-01-15 07:00:00,46.5,117.25,1.48,18.23,10.9,26.22,15.88,0.57,63.08,1.02,2.22,0.38,,61.75,1.18,24.0,12.5,17.75,0.0,0.1
2023-01-15 07:00:00,2023-01-15 08:00:00,59.75,166.25,1.55,22.82,13.4,27.25,17.18,0.6,57.7,1.15,2.48,0.38,0.12,59.5,1.1,22.25,32.0,17.8,0.0,0.17
2023-01-15 08:00:00,2023-01-15 09:00:00,67.75,192.25,2.77,23.88,14.95,26.22,19.27,0.51,64.15,1.0,2.73,0.77,,50.75,1.18,18.75,94.0,18.3,0.0,0.3
2023-01-15 09:00:00,2023-01-15 10:00:00,46.75,146.25,3.38,21.57,14.22,24.55,23.65,0.46,80.03,0.82,2.82,0.83,0.03,40.25,1.1,57.25,177.25,19.17,0.0,0.38
2023-01-15 10:00:00,2023-01-15 11:00:00,18.5,124.5,3.52,22.75,14.98,23.23,27.25,0.42,86.08,0.65,3.33,0.93,,34.25,1.85,61.75,238.5,19.7,0.0,0.32
2023-01-15 11:00:00,2023-01-15 12:00:00,10.5,129.0,3.25,22.0,14.35,22.72,26.15,0.37,96.22,0.6,3.75,0.62,,32.75,2.05,42.5,274.75,20.05,0.0,0.33
2023-01-15 12:00:00,2023-01-15 13:00:00,8.0,135.0,2.7,21.27,13.53,22.92,22.82,0.39,101.53,0.5,3.95,0.5,,32.75,1.73,116.25,277.5,20.55,0.0,0.25
2023-01-15 13:00:00,2023-01-15 14:00:00,9.0,128.5,2.67,19.85,12.73,23.85,20.98,0.39,104.98,0.5,4.45,1.12,,33.5,2.05,24.5,246.0,20.93,0.0,0.47
2023-01-15 14:00:00,2023-01-15 15:00:00,5.25,130.75,2.55,20.3,12.9,23.8,21.77,0.41,109.77,0.5,3.48,0.93,0.03,30.75,1.7,26.25,189.75,21.3,0.0,0.32
2023-01-15 15:00:00,2023-01-15 16:00:00,6.0,115.25,2.77,20.8,13.3,24.05,22.85,0.39,112.05,0.62,3.5,1.35,0.05,30.0,1.62,27.0,116.25,21.55,0.0,0.5
2023-01-15 16:00:00,2023-01-15 17:00:00,1.75,116.25,3.22,25.05,15.9,23.8,22.82,0.49,103.0,0.55,3.15,1.28,0.03,32.25,1.42,67.75,48.25,21.35,0.0,0.5
2023-01-15 17:00:00,2023-01-15 18:00:00,6.5,128.25,4.45,45.82,27.98,25.6,25.67,1.0,79.0,0.7,4.38,2.15,0.1,37.5,1.12,88.25,15.5,20.73,0.0,1.05
2023-01-15 18:00:00,2023-01-15 19:00:00,59.75,179.25,5.93,64.72,39.23,31.18,26.65,1.5,50.4,2.05,7.78,4.0,0.27,43.5,1.05,106.0,12.0,20.12,0.0,2.47
2023-01-15 19:00:00,2023-01-15 20:00:00,154.5,240.5,7.12,63.23,39.42,33.77,25.82,1.67,40.78,2.27,7.72,4.65,0.3,46.75,0.95,112.0,12.0,19.75,0.0,2.38
2023-01-15 20:00:00,2023-01-15 21:00:00,175.25,254.0,9.05,61.12,39.88,36.4,24.08,1.66,39.05,2.35,8.6,3.5,0.3,47.5,0.88,95.0,12.0,19.5,0.0,2.83
2023-01-15 21:00:00,2023-01-15 22:00:00,179.5,258.5,6.8,61.38,38.2,36.05,22.25,1.76,33.6,2.23,8.88,4.18,0.33,50.25,0.5,97.0,11.75,19.25,0.0,2.72
2023-01-15 22:00:00,2023-01-15 23:00:00,184.75,273.25,5.1,60.88,36.52,38.53,21.8,1.82,26.25,6.03,11.25,5.85,0.33,52.0,0.47,77.0,11.25,19.08,0.0,3.13
2023-01-15 23:00:00,2023-01-16 00:00:00,204.25,279.75,3.57,57.35,33.42,40.2,21.4,1.63,23.88,4.95,8.2,3.07,0.3,51.75,0.7,77.25,11.75,18.95,0.0,2.4
2023-01-16 00:00:00,2023-01-16 01:00:00,184.5,275.25,2.0,41.95,23.98,38.38,27.57,1.12,51.52,3.35,5.25,2.25,0.15,49.75,0.55,69.0,11.5,18.73,0.0,0.97
2023-01-16 01:00:00,2023-01-16 02:00:00,152.25,256.5,1.35,32.62,18.48,32.95,19.15,0.82,29.92,2.27,3.42,1.1,0.05,59.5,0.62,313.5,11.5,17.82,0.0,0.4
2023-01-16 02:00:00,2023-01-16 03:00:00,113.75,189.5,1.23,29.15,16.48,31.15,20.2,0.58,42.6,1.57,3.15,0.72,0.03,62.25,0.67,305.75,11.75,17.08,0.0,0.33
2023-01-16 03:00:00,2023-01-16 04:00:00,97.75,160.25,1.35,28.15,16.05,30.12,20.45,0.55,36.07,0.97,2.4,0.4,,64.5,0.78,299.5,12.0,16.8,0.0,0.17
2023-01-16 04:00:00,2023-01-16 05:00:00,105.75,159.75,1.5,28.6,16.45,30.25,20.77,0.6,32.2,1.0,2.42,0.35,,66.75,0.75,300.25,11.75,16.57,0.0,0.15
2023-01-16 05:00:00,2023-01-16 06:00:00,125.25,177.25,1.4,31.43,17.85,29.4,22.55,0.74,25.62,1.2,2.58,0.32,0.1,67.5,0.62,314.0,11.25,16.5,0.0,0.15
2023-01-16 06:00:00,2023-01-16 07:00:00,120.0,186.75,1.52,31.15,17.8,29.4,21.12,0.79,23.58,1.45,3.08,0.6,0.03,68.25,0.73,310.5,12.25,16.3,0.0,0.3
2023-01-16 07:00:00,2023-01-16 08:00:00,153.25,246.0,5.85,47.8,30.2,35.85,28.9,1.35,13.65,2.05,3.68,0.75,,66.0,0.6,306.0,33.75,16.57,0.0,0.38
2023-01-16 08:00:00,2023-01-16 09:00:00,259.75,377.25,11.2,53.42,37.5,43.8,24.23,1.59,22.25,3.23,5.3,2.1,0.17,57.0,0.6,320.25,96.75,17.77,0.0,1.0
2023-01-16 09:00:00,2023-01-16 10:00:00,321.5,453.75,7.35,38.27,26.35,33.85,23.25,1.38,81.57,3.08,6.25,3.5,0.2,39.75,0.57,271.0,185.25,19.73,0.0,1.58
2023-01-16 10:00:00,2023-01-16 11:00:00,204.0,334.75,3.05,23.15,14.8,25.4,21.4,0.54,98.25,0.97,5.33,1.17,0.05,29.0,0.97,58.75,251.75,20.5,0.0,0.62
2023-01-16 11:00:00,2023-01-16 12:00:00,67.0,144.0,3.45,26.5,16.9,25.45,22.55,0.61,97.17,0.7,6.62,0.93,0.05,29.25,1.3,92.0,290.5,20.73,0.0,0.6
2023-01-16 12:00:00,2023-01-16 13:00:00,59.0,128.75,2.63,22.83,14.27,26.83,23.12,0.51,106.92,0.65,6.85,1.52,0.05,28.25,1.37,77.75,293.0,20.97,0.0,0.68
2023-01-16 13:00:00,2023-01-16 14:00:00,60.25,128.0,3.27,25.18,16.02,28.58,22.2,0.65,109.88,0.6,6.75,0.97,0.08,29.0,1.52,91.75,260.25,21.2,0.0,0.68
2023-01-16 14:00:00,2023-01-16 15:00:00,65.5,138.25,2.95,24.72,15.55,29.57,21.27,0.6,115.2,0.65,5.88,1.2,0.1,29.25,1.48,74.5,200.75,21.33,0.0,0.88
2023-01-16 15:00:00,2023-01-16 16:00:00,70.0,134.0,3.55,28.33,17.95,28.75,20.25,0.68,112.32,0.73,4.65,1.52,0.1,32.0,1.3,108.5,123.25,21.37,0.0,0.73
2023-01-16 16:00:00,2023-01-16 17:00:00,67.0,135.25,3.33,31.07,19.25,28.7,20.85,0.74,106.5,0.8,4.57,2.25,0.12,33.25,1.32,127.75,52.25,21.25,0.0,0.98
2023-01-16 17:00:00,2023-01-16 18:00:00,76.0,149.75,7.18,61.27,38.4,30.18,21.38,1.49,72.83,1.1,5.5,2.52,0.15,36.25,0.9,108.75,15.75,20.85,0.0,1.25
2023-01-16 18:00:00,2023-01-16 19:00:00,116.5,219.5,19.12,91.57,64.28,38.35,23.35,3.01,25.52,3.15,13.68,6.82,0.57,41.5,0.57,83.25,12.0,20.4,0.0,4.35
2023-01-16 19:00:00,2023-01-16 20:00:00,242.5,366.0,22.38,99.3,71.0,48.65,22.7,3.43,10.55,5.45,18.55,12.25,0.95,46.25,0.6,87.25,11.75,20.05,0.0,6.1
2023-01-16 20:00:00,2023-01-16 21:00:00,287.0,452.25,15.85,85.1,58.15,46.35,22.7,2.84,13.12,5.33,16.47,9.4,0.77,49.25,0.57,61.5,11.5,19.68,0.0,5.25
2023-01-16 21:00:00,2023-01-16 22:00:00,287.0,423.5,18.9,83.9,60.03,48.83,23.1,3.07,8.12,7.5,14.98,10.18,0.73,52.0,0.32,34.75,11.0,19.28,0.0,4.88
2023-01-16 22:00:00,2023-01-16 23:00:00,307.0,424.0,22.02,65.38,52.7,51.45,18.98,2.95,2.2,6.75,17.77,8.6,0.75,59.25,0.5,316.25,11.5,18.6,0.0,5.22
2023-01-16 23:00:00,2023-01-17 00:00:00,265.0,380.25,3.55,44.88,26.75,44.23,19.17,1.15,13.5,3.38,9.1,5.07,0.33,61.25,0.47,312.0,11.25,17.9,0.0,2.53
2023-01-17 00:00:00,2023-01-17 01:00:00,180.0,260.5,1.82,40.0,22.75,39.25,21.0,0.67,22.05,1.83,5.03,1.38,0.1,61.5,0.53,314.25,12.0,17.73,0.0,0.78
2023-01-17 01:00:00,2023-01-17 02:00:00,152.0,223.75,1.82,40.55,23.05,38.5,21.0,0.78,13.75,1.85,4.57,1.25,0.08,64.75,0.53,297.75,11.5,17.32,0.0,0.5
2023-01-17 02:00:00,2023-01-17 03:00:00,146.5,211.25,1.55,32.42,18.48,36.98,20.9,0.57,21.0,1.85,4.33,0.9,0.05,65.75,0.6,302.5,11.75,17.08,0.0,0.38
2023-01-17 03:00:00,2023-01-17 04:00:00,138.75,189.0,1.25,25.8,14.75,36.05,19.1,0.53,20.7,1.33,3.53,0.87,,67.0,0.55,300.5,12.0,16.88,0.0,0.3
2023-01-17 04:00:00,2023-01-17 05:00:00,143.25,197.5,1.07,25.38,14.38,34.83,17.12,0.41,22.23,2.48,3.65,0.65,0.03,68.0,0.57,298.0,11.25,16.75,0.0,0.3
2023-01-17 05:00:00,2023-01-17 06:00:00,113.0,165.75,1.0,23.97,13.57,34.25,16.48,0.43,27.65,1.15,3.33,0.68,,68.25,0.42,231.25,11.5,16.9,0.0,0.3
2023-01-17 06:00:00,2023-01-17 07:00:00,105.0,164.75,1.35,25.62,14.75,36.02,17.52,0.49,45.0,1.3,3.55,0.8,0.03,65.5,0.5,20.5,12.25,17.32,0.0,0.33
2023-01-17 07:00:00,2023-01-17 08:00:00,132.25,215.25,2.4,31.25,18.58,37.1,18.35,0.67,48.38,1.5,3.53,0.82,0.08,63.25,0.45,116.5,34.25,17.73,0.0,0.35
2023-01-17 08:00:00,2023-01-17 09:00:00,170.5,253.25,6.08,49.12,31.07,37.85,20.67,0.98,45.2,2.03,4.87,1.67,0.17,58.5,0.33,323.5,94.75,18.5,0.0,0.97
2023-01-17 09:00:00,2023-01-17 10:00:00,194.0,295.0,3.8,23.4,15.53,38.1,22.98,0.51,94.2,1.92,5.03,2.23,0.15,51.5,1.23,58.0,180.25,19.45,0.0,1.07
2023-01-17 10:00:00,2023-01-17 11:00:00,147.75,220.75,2.72,20.77,13.28,33.58,22.25,0.26,106.5,0.78,3.9,1.32,0.08,44.75,1.6,63.25,247.75,19.93,0.0,0.47
2023-01-17 11:00:00,2023-01-17 12:00:00,109.0,149.0,2.75,21.5,13.7,31.55,18.45,0.24,107.62,0.65,4.8,0.75,0.03,37.75,1.62,81.25,293.5,20.4,0.0,0.43
2023-01-17 12:00:00,2023-01-17 13:00:00,93.0,134.25,2.8,23.73,14.87,31.7,17.2,0.28,106.82,0.6,5.68,0.8,,35.0,1.62,92.25,294.5,20.88,0.0,0.43
2023-01-17 13:00:00,2023-01-17 14:00:00,84.5,130.0,2.82,21.7,13.85,32.2,17.68,0.26,109.57,0.57,5.75,1.2,0.03,34.5,1.5,65.5,264.25,21.3,0.0,0.47
2023-01-17 14:00:00,2023-01-17 15:00:00,82.0,128.75,2.93,21.73,13.93,33.25,16.77,0.26,109.88,0.5,4.88,0.8,0.05,34.5,1.6,78.75,200.75,21.62,0.0,0.35
2023-01-17 15:00:00,2023-01-17 16:00:00,79.25,125.75,3.2,25.12,15.97,31.88,17.68,0.3,110.9,0.58,4.15,1.42,0.08,30.75,1.42,93.5,127.0,21.85,0.0,0.57
2023-01-17 16:00:00,2023-01-17 17:00:00,77.75,129.75,3.18,28.98,18.0,32.25,19.85,0.45,105.4,0.65,4.17,1.9,0.1,32.0,1.38,79.0,54.0,21.67,0.0,0.75
2023-01-17 17:00:00,2023-01-17 18:00:00,88.25,159.5,3.98,50.43,30.05,34.17,19.32,0.98,83.67,1.1,5.15,2.38,0.15,37.75,1.1,97.0,16.25,21.03,0.0,1.15
2023-01-17 18:00:00,2023-01-17 19:00:00,136.0,235.25,6.15,76.53,45.67,39.12,21.62,1.75,45.92,2.5,7.95,3.35,0.28,45.25,0.7,51.0,12.0,20.35,0.0,2.42
2023-01-17 19:00:00,2023-01-17 20:00:00,230.25,333.25,7.67,86.0,51.97,44.92,23.1,2.29,27.15,3.97,9.85,5.48,0.38,49.25,0.6,44.75,12.0,19.9,0.0,2.87
2023-01-17 20:00:00,2023-01-17 21:00:00,311.0,389.5,18.18,91.05,63.2,42.83,22.23,2.99,16.72,5.25,11.72,5.22,0.5,52.5,0.5,189.75,11.25,19.48,0.0,3.75
2023-01-17 21:00:00,2023-01-17 22:00:00,361.0,436.75,24.0,81.78,63.0,50.4,27.9,3.08,1.48,6.08,17.52,7.48,0.68,59.5,0.47,324.5,11.25,18.58,0.0,4.55
2023-01-17 22:00:00,2023-01-17 23:00:00,380.75,484.25,12.97,63.25,44.2,49.97,20.8,1.99,2.12,4.85,14.57,4.45,0.47,62.5,0.53,315.25,11.75,18.15,0.0,3.3
2023-01-17 23:00:00,2023-01-18 00:00:00,304.0,389.0,3.48,56.7,32.98,44.12,32.5,1.19,8.65,2.95,7.3,2.85,0.25,64.0,0.5,308.75,11.75,17.68,0.0,1.65
2023-01-18 00:00:00,2023-01-18 01:00:00,227.75,295.75,3.8,54.77,32.25,40.0,27.25,1.09,5.0,2.27,5.42,1.57,0.12,66.5,0.5,298.75,12.0,17.35,0.0,0.68
2023-01-18 01:00:00,2023-01-18 02:00:00,222.5,293.0,2.62,42.68,24.8,38.23,25.6,0.91,15.33,2.43,5.35,1.18,0.1,67.25,0.6,303.75,12.0,17.12,0.0,0.45
2023-01-18 02:00:00,2023-01-18 03:00:00,190.25,255.25,1.48,36.02,20.38,36.62,24.25,0.68,26.7,1.85,3.77,0.75,0.03,68.25,0.58,303.0,11.75,16.85,0.0,0.3
2023-01-18 03:00:00,2023-01-18 04:00:00,157.0,203.5,1.25,26.3,15.03,33.83,18.05,0.47,33.25,1.27,3.2,0.53,,68.75,0.55,309.75,11.5,16.73,0.0,0.2
2023-01-18 04:00:00,2023-01-18 05:00:00,123.5,154.0,1.3,29.78,16.88,32.95,20.02,0.68,26.1,1.15,3.32,0.5,0.17,69.0,0.62,315.75,11.25,16.57,0.0,0.23
2023-01-18 05:00:00,2023-01-18 06:00:00,127.25,160.75,1.67,34.5,19.73,34.48,20.65,0.78,16.6,1.68,4.1,0.6,0.03,69.75,0.57,299.5,11.75,16.4,0.0,0.28
2023-01-18 06:00:00,2023-01-18 07:00:00,143.25,189.5,1.58,30.73,17.6,34.67,18.2,0.69,19.62,1.7,3.7,0.62,0.03,69.0,0.57,307.25,12.5,16.38,0.0,0.32
2023-01-18 07:00:00,2023-01-18 08:00:00,176.5,249.0,6.12,50.1,31.62,39.2,28.55,1.54,14.12,2.38,4.42,1.38,0.1,68.5,0.67,311.0,34.75,16.43,0.0,0.47
2023-01-18 08:00:00,2023-01-18 09:00:00,281.75,370.25,18.35,67.35,50.72,43.97,29.83,1.9,15.95,4.23,5.87,1.93,0.17,59.0,0.45,313.5,95.75,17.8,0.0,1.0
2023-01-18 09:00:00,2023-01-18 10:00:00,360.25,470.75,11.3,74.28,48.68,46.78,34.12,2.01,59.67,4.25,8.25,3.22,0.32,40.25,0.32,179.5,174.25,20.07,0.0,2.3
2023-01-18 10:00:00,2023-01-18 11:00:00,277.25,384.75,5.3,47.23,29.48,37.4,27.15,0.81,92.45,2.12,8.15,2.5,0.3,31.5,0.55,156.0,242.5,20.95,0.0,2.08
2023-01-18 11:00:00,2023-01-18 12:00:00,139.5,216.5,3.55,35.5,21.75,33.08,21.1,0.64,116.92,1.18,8.82,1.75,0.15,25.25,0.85,103.25,281.5,21.27,0.0,1.15
2023-01-18 12:00:00,2023-01-18 13:00:00,117.75,188.0,3.63,32.17,20.07,31.65,21.43,0.61,113.08,0.92,9.55,1.12,0.15,26.75,1.33,101.75,284.75,21.6,0.0,1.0
2023-01-18 13:00:00,2023-01-18 14:00:00,91.25,167.0,3.55,28.48,18.05,32.25,19.52,0.59,113.08,1.02,8.95,1.98,0.17,25.25,1.4,108.5,259.75,21.8,0.0,1.45
2023-01-18 14:00:00,2023-01-18 15:00:00,84.25,153.75,3.98,28.73,18.5,31.15,19.3,0.58,108.58,0.9,7.7,1.15,0.15,26.0,1.62,98.5,204.0,21.95,0.0,1.25
2023-01-18 15:00:00,2023-01-18 16:00:00,74.0,140.25,3.62,29.62,18.7,31.8,20.25,0.61,112.2,0.77,5.78,1.83,0.1,30.25,1.45,105.25,125.0,21.95,0.0,0.9
2023-01-18 16:00:00,2023-01-18 17:00:00,83.75,144.0,2.9,33.48,20.17,33.15,20.8,0.76,109.18,1.12,6.08,3.1,0.15,31.75,1.27,112.75,52.0,21.77,0.0,1.27
2023-01-18 17:00:00,2023-01-18 18:00:00,127.75,192.25,12.45,80.53,52.95,39.27,22.2,2.99,61.17,2.35,9.25,4.05,0.28,35.0,0.68,97.75,15.75,21.3,0.0,2.4
2023-01-18 18:00:00,2023-01-18 19:00:00,246.0,359.75,49.67,120.35,104.38,55.62,28.95,4.74,4.83,6.17,21.75,11.95,1.03,41.75,0.42,60.0,12.0,20.67,0.0,6.8
2023-01-18 19:00:00,2023-01-18 20:00:00,378.75,564.75,47.6,121.22,103.2,56.92,36.57,4.74,2.32,8.4,26.98,13.42,1.3,46.0,0.33,37.0,12.0,20.15,0.0,8.12
2023-01-18 20:00:00,2023-01-18 21:00:00,489.5,668.5,72.88,102.35,113.67,58.1,32.62,5.44,2.1,8.85,25.42,16.43,1.38,53.0,0.38,283.75,12.0,19.5,0.0,7.57
2023-01-18 21:00:00,2023-01-18 22:00:00,533.25,679.5,20.2,75.33,56.47,52.15,30.48,2.81,4.12,8.25,27.1,11.0,1.1,56.0,0.62,319.75,11.75,18.67,0.0,6.35
2023-01-18 22:00:00,2023-01-18 23:00:00,393.0,531.75,3.73,55.07,32.3,41.87,31.5,1.59,16.57,3.9,13.35,5.15,0.43,56.5,0.55,319.75,12.0,18.3,0.0,3.15
2023-01-18 23:00:00,2023-01-19 00:00:00,173.25,279.5,2.2,51.22,29.07,39.12,34.8,1.31,19.45,3.27,8.73,3.88,0.27,58.25,0.4,312.25,11.5,18.1,0.0,1.77
2023-01-19 00:00:00,2023-01-19 01:00:00,147.25,249.0,2.57,48.6,27.98,37.05,25.73,1.04,10.32,2.65,6.85,1.73,0.2,61.5,0.35,320.5,11.75,17.88,0.0,1.02
2023-01-19 01:00:00,2023-01-19 02:00:00,115.5,222.25,13.8,59.38,42.83,39.02,27.88,1.11,0.8,3.28,8.1,1.97,0.2,64.25,0.4,310.75,12.0,17.75,0.0,0.9
2023-01-19 02:00:00,2023-01-19 03:00:00,117.5,235.25,13.53,54.3,39.88,39.25,21.5,0.91,5.8,3.1,8.57,2.0,0.2,65.5,0.5,315.0,12.0,17.4,0.0,0.95
2023-01-19 03:00:00,2023-01-19 04:00:00,99.0,208.25,2.42,50.72,28.95,38.2,24.1,0.93,9.5,2.48,5.93,1.0,0.1,66.75,0.45,256.25,12.0,17.28,0.0,0.5
2023-01-19 04:00:00,2023-01-19 05:00:00,109.0,195.75,1.5,31.88,18.15,38.17,25.53,0.58,40.9,2.9,6.77,1.27,0.13,61.75,0.57,142.25,12.0,18.05,0.0,0.6
2023-01-19 05:00:00,2023-01-19 06:00:00,125.75,209.0,1.45,28.45,16.35,37.23,23.55,0.59,33.77,2.42,4.92,1.2,0.05,63.25,0.42,116.25,12.0,17.82,0.0,0.55
2023-01-19 06:00:00,2023-01-19 07:00:00,128.0,218.0,1.5,32.15,18.35,37.2,28.72,0.61,48.12,2.05,4.2,1.13,0.1,61.0,0.52,56.0,12.5,17.92,0.0,0.47
2023-01-19 07:00:00,2023-01-19 08:00:00,159.25,272.75,5.6,44.73,28.3,38.33,27.55,1.04,27.85,1.95,4.07,0.95,0.1,64.75,0.52,312.25,33.0,17.65,0.0,0.45
2023-01-19 08:00:00,2023-01-19 09:00:00,195.5,315.5,7.17,53.95,34.52,39.95,28.67,1.16,33.0,3.57,5.7,2.03,0.23,62.0,0.8,304.5,89.5,17.88,0.0,1.0
2023-01-19 09:00:00,2023-01-19 10:00:00,238.25,379.0,6.23,50.97,32.18,39.17,31.92,1.29,71.03,3.22,6.07,2.05,0.2,50.0,0.75,275.5,163.75,19.6,0.0,1.25
2023-01-19 10:00:00,2023-01-19 11:00:00,191.25,339.75,3.85,38.17,23.43,37.57,30.0,0.76,96.53,2.55,7.55,2.48,0.22,38.25,0.57,176.25,233.25,21.23,0.0,1.2
2023-01-19 11:00:00,2023-01-19 12:00:00,115.75,232.5,2.9,36.3,21.65,35.02,25.45,0.73,118.05,1.3,11.05,2.0,0.3,31.0,0.65,194.75,267.0,22.23,0.0,1.07
2023-01-19 12:00:00,2023-01-19 13:00:00,73.75,187.5,2.4,35.2,20.7,35.6,23.9,0.53,133.0,1.08,11.58,2.1,0.2,29.75,1.05,285.25,273.75,22.75,0.0,1.12
2023-01-19 13:00:00,2023-01-19 14:00:00,52.75,174.5,2.2,33.9,19.83,34.9,24.1,0.52,138.18,0.93,10.12,1.45,0.15,28.25,0.72,275.0,245.0,23.2,0.0,0.73
2023-01-19 14:00:00,2023-01-19 15:00:00,50.0,167.75,2.08,33.73,19.62,34.25,24.65,0.5,146.43,0.85,9.28,1.8,0.12,27.25,0.67,245.0,186.0,23.52,0.0,0.75
2023-01-19 15:00:00,2023-01-19 16:00:00,44.75,142.5,2.55,37.02,21.75,19.95,26.07,0.6,137.47,1.12,9.03,3.08,0.25,27.75,0.67,194.5,114.25,23.43,0.0,1.5
2023-01-19 16:00:00,2023-01-19 17:00:00,39.5,140.75,3.02,57.75,33.17,6.85,26.65,1.03,95.05,1.35,7.35,3.45,0.23,29.0,0.78,182.75,49.5,22.83,0.0,1.68
2023-01-19 17:00:00,2023-01-19 18:00:00,40.75,161.0,4.32,78.38,45.22,0.37,29.32,1.77,74.42,2.3,11.62,6.47,0.47,39.25,0.5,185.75,16.0,22.03,0.0,3.4
2023-01-19 18:00:00,2023-01-19 19:00:00,85.5,235.5,6.7,103.6,60.55,0.2,30.88,2.25,41.93,3.08,15.55,6.88,0.7,48.5,0.65,177.75,12.0,21.23,0.0,4.98
2023-01-19 19:00:00,2023-01-19 20:00:00,148.5,283.75,16.95,138.47,87.4,0.1,27.4,3.28,8.68,4.32,17.85,11.07,0.93,53.0,0.38,189.75,11.75,20.73,0.0,5.83
2023-01-19 20:00:00,2023-01-19 21:00:00,242.0,384.5,12.57,104.78,65.97,0.2,26.6,3.1,10.25,5.6,19.4,12.75,1.05,55.25,0.3,209.25,12.0,20.33,0.0,6.57
2023-01-19 21:00:00,2023-01-19 22:00:00,322.75,450.5,48.63,93.55,89.3,0.1,32.55,4.42,1.62,7.45,19.12,13.32,1.05,60.75,0.38,330.75,11.75,19.55,0.0,6.38
2023-01-19 22:00:00,2023-01-19 23:00:00,404.25,560.5,26.25,76.83,62.2,0.1,39.07,3.12,0.53,8.22,20.98,10.82,1.22,62.5,0.35,323.25,12.0,19.2,0.0,5.28
2023-01-19 23:00:00,2023-01-20 00:00:00,299.25,436.25,11.6,60.08,41.38,,27.43,1.84,,6.3,20.17,8.0,1.05,66.0,0.5,324.75,12.0,18.65,0.0,4.1
2023-01-20 00:00:00,2023-01-20 01:00:00,230.75,363.25,17.47,59.7,45.95,27.52,26.52,0.96,,4.72,14.15,4.25,0.6,67.0,0.45,316.0,12.0,18.42,0.0,2.12
2023-01-20 01:00:00,2023-01-20 02:00:00,172.5,305.0,22.38,56.9,48.47,39.33,24.3,0.76,,3.72,10.35,3.0,0.35,68.25,0.3,327.25,12.0,18.28,0.0,1.3
2023-01-20 02:00:00,2023-01-20 03:00:00,140.0,265.0,13.83,48.85,37.2,45.4,19.5,0.46,,3.58,9.23,2.8,0.3,69.25,0.33,334.75,12.0,18.0,0.0,1.2
2023-01-20 03:00:00,2023-01-20 04:00:00,107.0,229.0,5.47,42.1,26.85,46.92,18.0,0.27,1.93,2.83,7.07,2.1,0.2,70.5,0.35,318.75,12.0,17.75,0.0,0.83
2023-01-20 04:00:00,2023-01-20 05:00:00,71.0,170.5,1.67,30.0,17.33,46.72,16.57,0.16,12.5,2.05,5.23,1.65,0.12,72.25,0.47,314.75,12.0,17.4,0.0,0.65
2023-01-20 05:00:00,2023-01-20 06:00:00,83.0,153.5,1.18,35.08,19.6,46.3,17.48,0.45,15.0,2.35,4.83,1.3,0.1,73.25,0.3,320.0,12.0,17.48,0.0,0.47
2023-01-20 06:00:00,2023-01-20 07:00:00,129.5,205.0,1.92,37.4,21.48,47.17,16.6,0.52,9.57,2.78,5.83,1.85,0.15,74.5,0.62,305.25,12.25,17.15,0.0,0.73
2023-01-20 07:00:00,2023-01-20 08:00:00,135.5,251.75,3.6,45.47,27.1,48.83,18.32,0.89,16.98,2.88,5.2,1.52,0.12,74.75,0.68,313.0,33.0,17.22,0.0,0.65
2023-01-20 08:00:00,2023-01-20 09:00:00,220.0,338.75,14.1,71.97,49.72,57.07,26.75,1.53,12.5,5.23,7.97,2.67,0.27,64.25,0.28,161.75,86.0,18.77,0.0,0.93
2023-01-20 09:00:00,2023-01-20 10:00:00,299.75,481.75,9.18,64.75,41.87,58.62,28.48,1.32,62.97,4.32,10.0,4.72,0.43,55.5,0.95,127.0,147.5,20.12,0.0,2.0
2023-01-20 10:00:00,2023-01-20 11:00:00,240.75,395.0,5.03,47.0,29.12,58.4,26.95,0.75,85.67,3.6,7.17,3.75,0.3,52.75,0.85,165.0,193.5,20.65,0.0,1.8
