From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree)
2022-11-28 09:00:00,2022-11-28 10:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 10:00:00,2022-11-28 11:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 11:00:00,2022-11-28 12:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 12:00:00,2022-11-28 13:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 13:00:00,2022-11-28 14:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 14:00:00,2022-11-28 15:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 15:00:00,2022-11-28 16:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 16:00:00,2022-11-28 17:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 17:00:00,2022-11-28 18:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 18:00:00,2022-11-28 19:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 19:00:00,2022-11-28 20:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 20:00:00,2022-11-28 21:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 21:00:00,2022-11-28 22:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 22:00:00,2022-11-28 23:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 23:00:00,2022-11-29 00:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 00:00:00,2022-11-29 01:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 01:00:00,2022-11-29 02:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 02:00:00,2022-11-29 03:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 03:00:00,2022-11-29 04:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 04:00:00,2022-11-29 05:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 05:00:00,2022-11-29 06:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 06:00:00,2022-11-29 07:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 07:00:00,2022-11-29 08:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 08:00:00,2022-11-29 09:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 09:00:00,2022-11-29 10:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 10:00:00,2022-11-29 11:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 11:00:00,2022-11-29 12:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 12:00:00,2022-11-29 13:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 13:00:00,2022-11-29 14:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 14:00:00,2022-11-29 15:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 15:00:00,2022-11-29 16:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 16:00:00,2022-11-29 17:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 17:00:00,2022-11-29 18:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 18:00:00,2022-11-29 19:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 19:00:00,2022-11-29 20:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 20:00:00,2022-11-29 21:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 21:00:00,2022-11-29 22:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 22:00:00,2022-11-29 23:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-29 23:00:00,2022-11-30 00:00:00,,,,,,,,,,,,,,
2022-11-30 00:00:00,2022-11-30 01:00:00,,,,,,,,,,,,,,
2022-11-30 01:00:00,2022-11-30 02:00:00,,,,,,,,,,,,,,
2022-11-30 02:00:00,2022-11-30 03:00:00,,,,,,,,,,,,,,
2022-11-30 03:00:00,2022-11-30 04:00:00,,,,,,,,,,,,,,
2022-11-30 04:00:00,2022-11-30 05:00:00,,,,,,,,,,,,,,
2022-11-30 05:00:00,2022-11-30 06:00:00,,,,,,,,,,,,,,
2022-11-30 06:00:00,2022-11-30 07:00:00,,,,,,,,,,,,,,
2022-11-30 07:00:00,2022-11-30 08:00:00,,,,,,,,,,,,,,
2022-11-30 08:00:00,2022-11-30 09:00:00,,,,,,,,,,,,,,
2022-11-30 09:00:00,2022-11-30 10:00:00,,,,,,,,,,,,,,
2022-11-30 10:00:00,2022-11-30 11:00:00,,,,,,,,,,,,,,
2022-11-30 11:00:00,2022-11-30 12:00:00,,,,,,,,,,,,,,
2022-11-30 12:00:00,2022-11-30 13:00:00,,,,,,,,,,,,,,
2022-11-30 13:00:00,2022-11-30 14:00:00,,,,,,,,,,,,,,
2022-11-30 14:00:00,2022-11-30 15:00:00,,,,,,,,,,,,,,
2022-11-30 15:00:00,2022-11-30 16:00:00,,,,,,,,,,,,,,
2022-11-30 16:00:00,2022-11-30 17:00:00,,,,,,,,,,,,,,
2022-11-30 17:00:00,2022-11-30 18:00:00,,,,,,,,,,,,,,
2022-11-30 18:00:00,2022-11-30 19:00:00,,,,,,,,,,,,,,
2022-11-30 19:00:00,2022-11-30 20:00:00,,,,,,,,,,,,,,
2022-11-30 20:00:00,2022-11-30 21:00:00,,,,,,,,,,,,,,
2022-11-30 21:00:00,2022-11-30 22:00:00,,,,,,,,,,,,,,
2022-11-30 22:00:00,2022-11-30 23:00:00,,,,,,,,,,,,,,
2022-11-30 23:00:00,2022-12-01 00:00:00,,,,,,,,,,,,,,
2022-12-01 00:00:00,2022-12-01 01:00:00,,,,,,,,,,,,,,
2022-12-01 01:00:00,2022-12-01 02:00:00,,,,,,,,,,,,,,
2022-12-01 02:00:00,2022-12-01 03:00:00,,,,,,,,,,,,,,
2022-12-01 03:00:00,2022-12-01 04:00:00,,,,,,,,,,,,,,
2022-12-01 04:00:00,2022-12-01 05:00:00,,,,,,,,,,,,,,
2022-12-01 05:00:00,2022-12-01 06:00:00,,,,,,,,,,,,,,
2022-12-01 06:00:00,2022-12-01 07:00:00,,,,,,,,,,,,,,
2022-12-01 07:00:00,2022-12-01 08:00:00,,,,,,,,,,,,,,
2022-12-01 08:00:00,2022-12-01 09:00:00,,,,,,,,,,,,,,
2022-12-01 09:00:00,2022-12-01 10:00:00,,,,,,,,,,,,,,
2022-12-01 10:00:00,2022-12-01 11:00:00,,,,,,,,,,,,,,
2022-12-01 11:00:00,2022-12-01 12:00:00,,,,,,,,,,,,,,
2022-12-01 12:00:00,2022-12-01 13:00:00,,,,,,,,,,,,,,
2022-12-01 13:00:00,2022-12-01 14:00:00,,,,,,,,,,,,,,
2022-12-01 14:00:00,2022-12-01 15:00:00,,,,,,,,,,,,,,
2022-12-01 15:00:00,2022-12-01 16:00:00,,,,,,,,,,,,,,
2022-12-01 16:00:00,2022-12-01 17:00:00,,,,,,,,,,,,,,
2022-12-01 17:00:00,2022-12-01 18:00:00,,,,,,,,,,,,,,
2022-12-01 18:00:00,2022-12-01 19:00:00,,,,,,,,,,,,,,
2022-12-01 19:00:00,2022-12-01 20:00:00,,,,,,,,,,,,,,
2022-12-01 20:00:00,2022-12-01 21:00:00,,,,,,,,,,,,,,
2022-12-01 21:00:00,2022-12-01 22:00:00,,,,,,,,,,,,,,
2022-12-01 22:00:00,2022-12-01 23:00:00,,,,,,,,,,,,,,
2022-12-01 23:00:00,2022-12-02 00:00:00,,,,,,,,,,,,,,
2022-12-02 00:00:00,2022-12-02 01:00:00,,,,,,,,,,,,,,
2022-12-02 01:00:00,2022-12-02 02:00:00,,,,,,,,,,,,,,
2022-12-02 02:00:00,2022-12-02 03:00:00,,,,,,,,,,,,,,
2022-12-02 03:00:00,2022-12-02 04:00:00,,,,,,,,,,,,,,
2022-12-02 04:00:00,2022-12-02 05:00:00,,,,,,,,,,,,,,
2022-12-02 05:00:00,2022-12-02 06:00:00,,,,,,,,,,,,,,
2022-12-02 06:00:00,2022-12-02 07:00:00,,,,,,,,,,,,,,
2022-12-02 07:00:00,2022-12-02 08:00:00,,,,,,,,,,,,,,
2022-12-02 08:00:00,2022-12-02 09:00:00,,,,,,,,,,,,,,
2022-12-02 09:00:00,2022-12-02 10:00:00,,,,,,,,,,,,,,
2022-12-02 10:00:00,2022-12-02 11:00:00,,,,,,,,,,,,,,
2022-12-02 11:00:00,2022-12-02 12:00:00,,,,,,,,,,,,,,
2022-12-02 12:00:00,2022-12-02 13:00:00,,,,,,,,,,,,,,
2022-12-02 13:00:00,2022-12-02 14:00:00,,,,,,,,,,,,,,
2022-12-02 14:00:00,2022-12-02 15:00:00,,,,,,,,,,,,,,
2022-12-02 15:00:00,2022-12-02 16:00:00,,,,,,,,,,,,,,
2022-12-02 16:00:00,2022-12-02 17:00:00,,,,,,,,,,,,,,
2022-12-02 17:00:00,2022-12-02 18:00:00,,,,,,,,,,,,,,
2022-12-02 18:00:00,2022-12-02 19:00:00,,,,,,,,,,,,,,
2022-12-02 19:00:00,2022-12-02 20:00:00,,,,,,,,,,,,,,
2022-12-02 20:00:00,2022-12-02 21:00:00,,,,,,,,,,,,,,
2022-12-02 21:00:00,2022-12-02 22:00:00,,,,,,,,,,,,,,
2022-12-02 22:00:00,2022-12-02 23:00:00,,,,,,,,,,,,,,
2022-12-02 23:00:00,2022-12-03 00:00:00,,,,,,,,,,,,,,
2022-12-03 00:00:00,2022-12-03 01:00:00,,,,,,,,,,,,,,
2022-12-03 01:00:00,2022-12-03 02:00:00,,,,,,,,,,,,,,
2022-12-03 02:00:00,2022-12-03 03:00:00,,,,,,,,,,,,,,
2022-12-03 03:00:00,2022-12-03 04:00:00,,,,,,,,,,,,,,
2022-12-03 04:00:00,2022-12-03 05:00:00,,,,,,,,,,,,,,
2022-12-03 05:00:00,2022-12-03 06:00:00,,,,,,,,,,,,,,
2022-12-03 06:00:00,2022-12-03 07:00:00,,,,,,,,,,,,,,
2022-12-03 07:00:00,2022-12-03 08:00:00,,,,,,,,,,,,,,
2022-12-03 08:00:00,2022-12-03 09:00:00,,,,,,,,,,,,,,
2022-12-03 09:00:00,2022-12-03 10:00:00,,,,,,,,,,,,,,
2022-12-03 10:00:00,2022-12-03 11:00:00,,,,,,,,,,,,,,
2022-12-03 11:00:00,2022-12-03 12:00:00,,,,,,,,,,,,,,
2022-12-03 12:00:00,2022-12-03 13:00:00,,,,,,,,,,,,,,
2022-12-03 13:00:00,2022-12-03 14:00:00,,,,,,,,,,,,,,
2022-12-03 14:00:00,2022-12-03 15:00:00,,,,,,,,,,,,,,
2022-12-03 15:00:00,2022-12-03 16:00:00,,,,,,,,,,,,,,
2022-12-03 16:00:00,2022-12-03 17:00:00,,,,,,,,,,,,,,
2022-12-03 17:00:00,2022-12-03 18:00:00,,,,,,,,,,,,,,
2022-12-03 18:00:00,2022-12-03 19:00:00,,,,,,,,,,,,,,
2022-12-03 19:00:00,2022-12-03 20:00:00,,,,,,,,,,,,,,
2022-12-03 20:00:00,2022-12-03 21:00:00,,,,,,,,,,,,,,
2022-12-03 21:00:00,2022-12-03 22:00:00,,,,,,,,,,,,,,
2022-12-03 22:00:00,2022-12-03 23:00:00,,,,,,,,,,,,,,
2022-12-03 23:00:00,2022-12-04 00:00:00,,,,,,,,,,,,,,
2022-12-04 00:00:00,2022-12-04 01:00:00,,,,,,,,,,,,,,
2022-12-04 01:00:00,2022-12-04 02:00:00,,,,,,,,,,,,,,
2022-12-04 02:00:00,2022-12-04 03:00:00,,,,,,,,,,,,,,
2022-12-04 03:00:00,2022-12-04 04:00:00,,,,,,,,,,,,,,
2022-12-04 04:00:00,2022-12-04 05:00:00,,,,,,,,,,,,,,
2022-12-04 05:00:00,2022-12-04 06:00:00,,,,,,,,,,,,,,
2022-12-04 06:00:00,2022-12-04 07:00:00,,,,,,,,,,,,,,
2022-12-04 07:00:00,2022-12-04 08:00:00,,,,,,,,,,,,,,
2022-12-04 08:00:00,2022-12-04 09:00:00,,,,,,,,,,,,,,
2022-12-04 09:00:00,2022-12-04 10:00:00,,,,,,,,,,,,,,
2022-12-04 10:00:00,2022-12-04 11:00:00,,,,,,,,,,,,,,
2022-12-04 11:00:00,2022-12-04 12:00:00,,,,,,,,,,,,,,
2022-12-04 12:00:00,2022-12-04 13:00:00,,,,,,,,,,,,,,
2022-12-04 13:00:00,2022-12-04 14:00:00,,,,,,,,,,,,,,
2022-12-04 14:00:00,2022-12-04 15:00:00,,,,,,,,,,,,,,
2022-12-04 15:00:00,2022-12-04 16:00:00,,,,,,,,,,,,,,
2022-12-04 16:00:00,2022-12-04 17:00:00,,,,,,,,,,,,,,
2022-12-04 17:00:00,2022-12-04 18:00:00,,,,,,,,,,,,,,
2022-12-04 18:00:00,2022-12-04 19:00:00,,,,,,,,,,,,,,
2022-12-04 19:00:00,2022-12-04 20:00:00,,,,,,,,,,,,,,
2022-12-04 20:00:00,2022-12-04 21:00:00,,,,,,,,,,,,,,
2022-12-04 21:00:00,2022-12-04 22:00:00,,,,,,,,,,,,,,
2022-12-04 22:00:00,2022-12-04 23:00:00,,,,,,,,,,,,,,
2022-12-04 23:00:00,2022-12-05 00:00:00,,,,,,,,,,,,,,
2022-12-05 00:00:00,2022-12-05 01:00:00,,,,,,,,,,,,,,
2022-12-05 01:00:00,2022-12-05 02:00:00,,,,,,,,,,,,,,
2022-12-05 02:00:00,2022-12-05 03:00:00,,,,,,,,,,,,,,
2022-12-05 03:00:00,2022-12-05 04:00:00,,,,,,,,,,,,,,
2022-12-05 04:00:00,2022-12-05 05:00:00,,,,,,,,,,,,,,
2022-12-05 05:00:00,2022-12-05 06:00:00,,,,,,,,,,,,,,
2022-12-05 06:00:00,2022-12-05 07:00:00,,,,,,,,,,,,,,
2022-12-05 07:00:00,2022-12-05 08:00:00,,,,,,,,,,,,,,
2022-12-05 08:00:00,2022-12-05 09:00:00,,,,,,,,,,,,,,
2022-12-05 09:00:00,2022-12-05 10:00:00,,,,,,,,,,,,,,
2022-12-05 10:00:00,2022-12-05 11:00:00,,,,,,,,,,,,,,
2022-12-05 11:00:00,2022-12-05 12:00:00,,,,,,,,,,,,,,
2022-12-05 12:00:00,2022-12-05 13:00:00,,,,,,,,,,,,,,
2022-12-05 13:00:00,2022-12-05 14:00:00,,,,,,,,,,,,,,
2022-12-05 14:00:00,2022-12-05 15:00:00,,,,,,,,,,,,,,
2022-12-05 15:00:00,2022-12-05 16:00:00,,,,,,,,,,,,,,
2022-12-05 16:00:00,2022-12-05 17:00:00,,,,,,,,,,,,,,
2022-12-05 17:00:00,2022-12-05 18:00:00,56.84,167.08,0.63,2.15,2.09,1.3,0.5,26.84,83.45,0.51,108.49,0.77,800.24,16.55
2022-12-05 18:00:00,2022-12-05 19:00:00,109.09,205.5,0.61,2.59,3.2,1.73,0.71,23.1,85.4,0.45,145.77,0.64,800.24,15.41
2022-12-05 19:00:00,2022-12-05 20:00:00,106.78,153.09,0.64,2.19,2.83,0.74,0.7,24.95,87.66,0.53,166.66,0.65,800.24,14.21
2022-12-05 20:00:00,2022-12-05 21:00:00,119.72,164.23,0.61,3.04,3.65,0.72,0.78,16.12,90.31,0.63,140.56,0.67,800.24,13.59
2022-12-05 21:00:00,2022-12-05 22:00:00,127.09,155.96,0.64,2.92,3.56,0.77,0.8,13.12,91.76,0.75,187.44,0.66,800.26,13.04
2022-12-05 22:00:00,2022-12-05 23:00:00,139.37,167.66,0.63,3.29,3.92,0.72,0.88,5.66,93.76,0.6,132.78,0.67,800.25,12.63
2022-12-05 23:00:00,2022-12-06 00:00:00,139.19,159.42,0.62,2.08,2.69,0.7,0.81,8.84,94.19,0.5,172.57,0.69,800.33,12.32
2022-12-06 00:00:00,2022-12-06 01:00:00,142.77,148.19,0.62,1.34,1.96,0.64,0.69,7.98,95.26,0.38,175.43,0.67,800.62,11.86
2022-12-06 01:00:00,2022-12-06 02:00:00,130.88,136.31,0.62,1.37,1.99,0.73,0.69,6.15,95.76,0.57,199.5,0.7,800.72,11.53
2022-12-06 02:00:00,2022-12-06 03:00:00,123.0,141.67,0.62,1.49,2.12,0.68,0.71,4.08,96.28,0.32,177.07,0.69,800.8,11.0
2022-12-06 03:00:00,2022-12-06 04:00:00,111.46,133.01,0.62,1.36,1.98,0.69,0.65,4.86,96.72,0.46,193.18,0.72,801.14,10.87
2022-12-06 04:00:00,2022-12-06 05:00:00,101.04,120.94,0.62,1.33,1.95,0.63,0.63,3.98,96.72,0.34,158.17,0.76,801.09,10.48
2022-12-06 05:00:00,2022-12-06 06:00:00,85.35,110.4,0.66,1.31,1.97,0.64,0.63,2.04,96.78,0.31,178.9,0.78,801.07,10.05
2022-12-06 06:00:00,2022-12-06 07:00:00,68.09,88.84,0.65,0.9,1.55,0.66,0.53,4.4,96.84,0.36,190.06,1.15,801.05,9.29
2022-12-06 07:00:00,2022-12-06 08:00:00,57.18,84.33,1.08,1.61,2.69,0.69,0.51,3.62,96.59,0.33,194.51,32.37,800.76,9.65
2022-12-06 08:00:00,2022-12-06 09:00:00,78.08,131.33,2.27,3.41,5.68,0.79,0.66,3.65,90.97,0.32,234.03,117.3,800.23,13.03
2022-12-06 09:00:00,2022-12-06 10:00:00,20.7,145.57,1.87,3.44,5.31,0.74,0.65,10.89,75.16,1.75,258.84,192.83,800.24,15.0
2022-12-06 10:00:00,2022-12-06 11:00:00,41.79,112.94,1.14,3.3,4.43,0.74,0.55,21.34,62.86,1.03,259.32,252.67,800.23,17.71
2022-12-06 11:00:00,2022-12-06 12:00:00,40.33,118.0,0.8,2.65,3.45,0.68,0.48,37.85,52.53,0.44,221.77,287.11,800.24,20.98
2022-12-06 12:00:00,2022-12-06 13:00:00,37.94,99.94,0.69,1.29,1.98,0.67,0.4,52.4,50.68,1.04,219.8,287.82,800.24,22.21
2022-12-06 13:00:00,2022-12-06 14:00:00,30.22,69.34,0.66,0.69,1.34,0.62,0.35,58.53,49.14,1.45,196.22,257.56,800.24,22.98
2022-12-06 14:00:00,2022-12-06 15:00:00,22.24,70.25,0.66,0.97,1.63,0.7,0.35,55.58,48.36,1.37,221.93,180.63,800.22,23.2
2022-12-06 15:00:00,2022-12-06 16:00:00,45.49,94.02,0.68,1.3,1.98,0.61,0.39,52.44,55.82,2.78,256.62,117.06,800.24,21.54
2022-12-06 16:00:00,2022-12-06 17:00:00,69.05,118.26,0.66,2.06,2.72,0.98,0.44,44.01,62.69,1.86,211.82,42.31,800.24,19.82
2022-12-06 17:00:00,2022-12-06 18:00:00,62.34,128.2,0.64,2.34,2.98,0.64,0.46,26.96,75.83,0.56,199.57,2.65,800.23,16.5
2022-12-06 18:00:00,2022-12-06 19:00:00,45.14,128.02,0.62,2.25,2.87,0.72,0.65,24.15,85.09,0.36,132.45,0.67,800.22,14.05
2022-12-06 19:00:00,2022-12-06 20:00:00,108.37,148.03,0.62,2.66,3.28,0.65,0.78,19.19,88.79,0.31,150.63,0.67,800.23,12.97
2022-12-06 20:00:00,2022-12-06 21:00:00,133.97,184.64,0.67,4.61,5.28,0.77,0.97,7.94,90.84,0.31,161.36,0.68,800.24,12.46
2022-12-06 21:00:00,2022-12-06 22:00:00,144.39,188.16,0.65,3.47,4.12,0.72,0.95,7.26,90.79,0.31,99.7,0.68,800.24,12.38
2022-12-06 22:00:00,2022-12-06 23:00:00,105.47,141.39,0.67,2.16,2.83,0.68,0.69,6.02,91.22,0.31,166.26,0.71,800.26,11.64
2022-12-06 23:00:00,2022-12-07 00:00:00,86.34,105.0,0.67,1.48,2.15,0.55,0.57,8.46,93.54,0.31,189.42,0.69,800.32,11.09
2022-12-07 00:00:00,2022-12-07 01:00:00,83.42,100.54,0.62,1.04,1.66,0.57,0.54,9.73,94.58,0.31,198.63,0.71,800.48,10.74
2022-12-07 01:00:00,2022-12-07 02:00:00,85.12,104.28,0.63,1.59,2.22,0.63,0.55,4.88,95.28,0.31,179.63,0.71,800.55,10.12
2022-12-07 02:00:00,2022-12-07 03:00:00,66.98,84.32,0.62,1.45,2.06,0.49,0.51,5.55,95.68,0.31,194.16,0.72,800.49,9.72
2022-12-07 03:00:00,2022-12-07 04:00:00,57.38,79.65,0.62,1.66,2.28,0.55,0.47,5.56,95.66,0.31,200.38,0.74,800.42,9.35
2022-12-07 04:00:00,2022-12-07 05:00:00,50.81,67.0,0.62,0.9,1.51,0.55,0.47,9.42,95.66,0.31,189.59,0.72,800.39,9.36
2022-12-07 05:00:00,2022-12-07 06:00:00,53.53,66.62,0.75,1.21,1.96,0.56,0.46,7.51,95.27,0.31,173.15,0.73,800.38,9.0
2022-12-07 06:00:00,2022-12-07 07:00:00,52.4,70.66,0.78,1.02,1.8,0.66,0.48,6.77,95.29,0.31,190.79,1.08,800.38,8.55
2022-12-07 07:00:00,2022-12-07 08:00:00,63.3,82.12,1.03,1.87,2.9,0.62,0.64,5.6,94.38,0.31,127.16,35.01,800.31,9.06
2022-12-07 08:00:00,2022-12-07 09:00:00,46.12,96.76,1.0,1.19,2.1,0.65,0.5,4.51,84.15,0.39,193.12,123.49,800.21,13.04
2022-12-07 09:00:00,2022-12-07 10:00:00,,55.2,0.77,2.01,1.4,0.73,0.57,15.57,68.14,0.52,244.52,197.11,800.21,15.49
2022-12-07 10:00:00,2022-12-07 11:00:00,31.11,63.13,1.02,3.53,4.55,0.54,0.58,33.44,56.85,1.02,270.89,255.52,800.24,18.22
2022-12-07 11:00:00,2022-12-07 12:00:00,46.93,120.63,0.84,2.64,3.47,0.63,0.51,44.22,52.62,1.23,265.71,286.1,800.24,19.83
2022-12-07 12:00:00,2022-12-07 13:00:00,35.5,89.26,0.68,1.31,1.99,0.52,0.4,51.88,46.73,1.35,245.09,286.89,800.24,21.21
2022-12-07 13:00:00,2022-12-07 14:00:00,31.5,74.02,0.66,0.86,1.52,0.7,0.35,53.83,42.24,2.06,274.68,259.63,800.24,21.57
2022-12-07 14:00:00,2022-12-07 15:00:00,25.26,65.32,0.67,0.93,1.59,0.55,0.32,56.7,35.48,1.81,257.96,192.78,800.24,22.85
2022-12-07 15:00:00,2022-12-07 16:00:00,32.4,70.94,0.68,1.14,1.82,0.62,0.34,49.5,43.71,2.92,269.92,128.46,800.24,21.44
2022-12-07 16:00:00,2022-12-07 17:00:00,65.18,98.18,0.66,2.12,2.77,1.06,0.44,39.02,60.4,2.02,264.21,47.57,800.2,19.75
2022-12-07 17:00:00,2022-12-07 18:00:00,72.03,131.94,0.65,2.25,2.89,0.84,0.5,29.11,75.32,1.08,208.87,2.58,800.23,16.26
2022-12-07 18:00:00,2022-12-07 19:00:00,70.24,128.07,0.63,2.56,3.19,0.58,0.63,21.85,84.45,0.68,127.57,0.66,800.24,13.81
2022-12-07 19:00:00,2022-12-07 20:00:00,94.87,141.18,0.63,3.06,3.7,0.71,0.77,21.78,83.78,0.73,121.83,0.66,800.23,13.12
2022-12-07 20:00:00,2022-12-07 21:00:00,100.58,145.96,0.7,3.67,4.38,0.66,0.8,14.0,87.06,0.42,176.76,0.69,800.24,12.08
2022-12-07 21:00:00,2022-12-07 22:00:00,115.98,154.84,0.67,4.04,4.71,0.64,0.89,7.95,89.32,0.35,85.94,0.67,800.24,11.85
2022-12-07 22:00:00,2022-12-07 23:00:00,103.73,145.28,0.76,4.48,5.24,0.73,0.83,13.85,88.01,1.45,110.2,0.67,800.24,11.87
2022-12-07 23:00:00,2022-12-08 00:00:00,,,,,,,,,,,,,,
2022-12-08 00:00:00,2022-12-08 01:00:00,,,,,,,,,,,,,,
2022-12-08 01:00:00,2022-12-08 02:00:00,,,,,,,,,,,,,,
2022-12-08 02:00:00,2022-12-08 03:00:00,,,,,,,,,,,,,,
2022-12-08 03:00:00,2022-12-08 04:00:00,,,,,,,,,,,,,,
2022-12-08 04:00:00,2022-12-08 05:00:00,,,,,,,,,,,,,,
2022-12-08 05:00:00,2022-12-08 06:00:00,,,,,,,,,,,,,,
2022-12-08 06:00:00,2022-12-08 07:00:00,,,,,,,,,,,,,,
2022-12-08 07:00:00,2022-12-08 08:00:00,,,,,,,,,,,,,,
2022-12-08 08:00:00,2022-12-08 09:00:00,,,,,,,,,,,,,,
2022-12-08 09:00:00,2022-12-08 10:00:00,,,,,,,,,,,,,,
2022-12-08 10:00:00,2022-12-08 11:00:00,,,,,,,,,,,,,,
2022-12-08 11:00:00,2022-12-08 12:00:00,,,,,,,,,,,,,,
2022-12-08 12:00:00,2022-12-08 13:00:00,,,,,,,,,,,,,,
2022-12-08 13:00:00,2022-12-08 14:00:00,,,,,,,,,,,,,,
2022-12-08 14:00:00,2022-12-08 15:00:00,,,,,,,,,,,,,,
2022-12-08 15:00:00,2022-12-08 16:00:00,,,,,,,,,,,,,,
2022-12-08 16:00:00,2022-12-08 17:00:00,,,,,,,,,,,,,,
2022-12-08 17:00:00,2022-12-08 18:00:00,,,,,,,,,,,,,,
2022-12-08 18:00:00,2022-12-08 19:00:00,,,,,,,,,,,,,,
2022-12-08 19:00:00,2022-12-08 20:00:00,,,,,,,,,,,,,,
2022-12-08 20:00:00,2022-12-08 21:00:00,,,,,,,,,,,,,,
2022-12-08 21:00:00,2022-12-08 22:00:00,,,,,,,,,,,,,,
2022-12-08 22:00:00,2022-12-08 23:00:00,,,,,,,,,,,,,,
2022-12-08 23:00:00,2022-12-09 00:00:00,,,,,,,,,,,,,,
2022-12-09 00:00:00,2022-12-09 01:00:00,,,,,,,,,,,,,,
2022-12-09 01:00:00,2022-12-09 02:00:00,,,,,,,,,,,,,,
2022-12-09 02:00:00,2022-12-09 03:00:00,,,,,,,,,,,,,,
2022-12-09 03:00:00,2022-12-09 04:00:00,,,,,,,,,,,,,,
2022-12-09 04:00:00,2022-12-09 05:00:00,,,,,,,,,,,,,,
2022-12-09 05:00:00,2022-12-09 06:00:00,,,,,,,,,,,,,,
2022-12-09 06:00:00,2022-12-09 07:00:00,,,,,,,,,,,,,,
2022-12-09 07:00:00,2022-12-09 08:00:00,,,,,,,,,,,,,,
2022-12-09 08:00:00,2022-12-09 09:00:00,,,,,,,,,,,,,,
2022-12-09 09:00:00,2022-12-09 10:00:00,,,,,,,,,,,,,,
2022-12-09 10:00:00,2022-12-09 11:00:00,36.29,101.51,0.96,2.97,3.93,0.74,0.56,27.07,56.72,1.11,249.25,251.48,800.24,19.32
2022-12-09 11:00:00,2022-12-09 12:00:00,29.69,81.09,0.72,1.83,2.56,0.62,0.46,43.37,53.11,1.25,246.81,286.62,800.24,20.91
2022-12-09 12:00:00,2022-12-09 13:00:00,16.78,55.24,0.66,0.72,1.38,0.58,0.38,54.81,43.1,1.22,232.67,291.42,800.24,22.42
2022-12-09 13:00:00,2022-12-09 14:00:00,17.29,57.84,0.67,1.28,1.95,0.51,0.4,67.92,45.01,1.5,256.0,256.69,800.24,23.33
2022-12-09 14:00:00,2022-12-09 15:00:00,19.6,64.37,0.65,1.01,1.66,0.58,0.39,66.75,42.0,0.84,278.03,189.83,800.24,23.36
2022-12-09 15:00:00,2022-12-09 16:00:00,31.57,68.7,0.65,1.06,1.7,0.62,0.4,70.75,46.55,1.85,276.79,128.0,800.24,23.04
2022-12-09 16:00:00,2022-12-09 17:00:00,40.35,88.53,1.43,3.86,5.29,0.69,0.47,53.22,64.14,0.38,183.18,46.61,800.24,21.45
2022-12-09 17:00:00,2022-12-09 18:00:00,5.08,88.62,0.65,2.07,2.72,0.6,0.49,21.2,82.91,0.31,189.87,2.69,800.24,16.59
